DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, comb, down, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.035398874431848526" 
1, comb, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.01515889260917902" 
1, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.01057039387524128" 
1, comb, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.0074511915445327759" 
1, comb, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.0088850576430559158" 
1, comb, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.010982171632349491" 
1, comb, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.023563576862215996" 
1, comb, down, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.040545932948589325" 
1, comb, down, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.055541832000017166" 
1, comb, down, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.017699437215924263" 
1, comb, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.00757944630458951" 
1, comb, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.0052851969376206398" 
1, comb, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.0037255957722663879" 
1, comb, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.0044425288215279579" 
1, comb, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.0054910858161747456" 
1, comb, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.011781788431107998" 
1, comb, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.020272966474294662" 
1, comb, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))-0.027770916000008583" 
1, comb, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.035398874431848526" 
1, comb, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.01515889260917902" 
1, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.01057039387524128" 
1, comb, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.0074511915445327759" 
1, comb, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.0088850576430559158" 
1, comb, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.010982171632349491" 
1, comb, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.023563576862215996" 
1, comb, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.040545932948589325" 
1, comb, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.055541832000017166" 
1, comb, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.017699437215924263" 
1, comb, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.00757944630458951" 
1, comb, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.0052851969376206398" 
1, comb, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.0037255957722663879" 
1, comb, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.0044425288215279579" 
1, comb, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.0054910858161747456" 
1, comb, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.011781788431107998" 
1, comb, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.020272966474294662" 
1, comb, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.660002*((1.+(0.494614*x))/(1.+(0.329806*x))))+0.027770916000008583" 
2, comb, central, 1, -2.4, 2.4, 20, 1000, 0, 1, "0.51157*((1.+(0.477233*x))/(1.+(0.24596*x)))" 
2, comb, central, 0, -2.4, 2.4, 20, 1000, 0, 1, "0.51157*((1.+(0.477233*x))/(1.+(0.24596*x)))" 
2, comb, down, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.050749033689498901" 
2, comb, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.017572574317455292" 
2, comb, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.012601982802152634" 
2, comb, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.0098674986511468887" 
2, comb, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.012047137133777142" 
2, comb, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.015806147828698158" 
2, comb, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.032858338207006454" 
2, comb, down, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.055493056774139404" 
2, comb, down, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.072534531354904175" 
2, comb, down, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.025374516844749451" 
2, comb, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.0087862871587276459" 
2, comb, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.0063009914010763168" 
2, comb, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.0049337493255734444" 
2, comb, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.0060235685668885708" 
2, comb, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.0079030739143490791" 
2, comb, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.016429169103503227" 
2, comb, down, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.027746528387069702" 
2, comb, down, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))-0.036267265677452087" 
2, comb, up, 1, -2.4, 2.4, 20, 30, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.050749033689498901" 
2, comb, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.017572574317455292" 
2, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.012601982802152634" 
2, comb, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.0098674986511468887" 
2, comb, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.012047137133777142" 
2, comb, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.015806147828698158" 
2, comb, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.032858338207006454" 
2, comb, up, 1, -2.4, 2.4, 300, 600, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.055493056774139404" 
2, comb, up, 1, -2.4, 2.4, 600, 1000, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.072534531354904175" 
2, comb, up, 0, -2.4, 2.4, 20, 30, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.025374516844749451" 
2, comb, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.0087862871587276459" 
2, comb, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.0063009914010763168" 
2, comb, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.0049337493255734444" 
2, comb, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.0060235685668885708" 
2, comb, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.0079030739143490791" 
2, comb, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.016429169103503227" 
2, comb, up, 0, -2.4, 2.4, 300, 600, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.027746528387069702" 
2, comb, up, 0, -2.4, 2.4, 600, 1000, 0, 1, "(0.51157*((1.+(0.477233*x))/(1.+(0.24596*x))))+0.036267265677452087" 
